provincia_inscripcion;canton_inscripcion;parroquia_inscripcion;anio_inscripcion;mes_inscripcion;dia_inscripcion;fecha_inscripcion;anio_sentencia_divorcio;mes_sentencia_divorcio;dia_sentencia_divorcio;fecha_sentencia_divorcio;anio_matrimonio;mes_matrimonio;dia_matrimonio;fecha_matrimonio;capitulaciones_bienes;duracion_matrimonio_anios;causa_divorcio;nacionalidad_conyuge1;pais_conyuge1;sexo_conyuge1;anio_nacimiento_conyuge1;mes_nacimiento_conyuge1;dia_nacimiento_conyuge1;fecha_nacimiento_conyuge1;edad_conyuge1;hijos_a_cargo_conyuge1;autoidentificacion_etnica_conyuge1;nivel_instruccion_conyuge1;sabe_leer_escribir_conyuge1;provincia_residencia_conyuge1;canton_residencia_conyuge1;parroquia_residencia_conyuge1;area_residencia_conyuge1;nacionalidad_conyuge2;pais_conyuge2;sexo_conyuge2;anio_nacimiento_conyuge2;mes_nacimiento_conyuge2;dia_nacimiento_conyuge2;fecha_nacimiento_conyuge2;edad_conyuge2;hijos_a_cargo_conyuge2;autoidentificacion_etnica_conyuge2;nivel_instruccion_conyuge2;sabe_leer_escribir_conyuge2;provincia_residencia_conyuge2;canton_residencia_conyuge2;parroquia_residencia_conyuge2;area_residencia_conyuge2
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Noviembre;5;2019/11/05;2004;Febrero;5;2004/02/05;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Julio;27;1979/07/27;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1980;Mayo;1;1980/05/01;39;3;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Cotopaxi;Latacunga;Ignacio Flores (Parque Flores);2020;Enero;2;2020/01/02;2019;Diciembre;9;2019/12/09;2004;Junio;24;2004/06/24;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1983;Junio;27;1983/06/27;36;2;Mestiza;Primaria;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Febrero;23;1985/02/23;34;0;Mestiza;Primaria;Si;Cotopaxi;Latacunga;Alaques (Alaquez);Rural
Pichincha;Quito;Itchimbia;2020;Enero;2;2020/01/02;2019;Noviembre;26;2019/11/26;2004;Noviembre;12;2004/11/12;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1985;Marzo;25;1985/03/25;34;2;Mestiza;Superior Universitario;Si;Pichincha;Quito;Itchimbia;Urbana;Ecuatoriano;Ecuador;Hombre;1984;Febrero;26;1984/02/26;35;2;Mestiza;Posgrado;Si;Pichincha;Quito;Centro Histórico;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Diciembre;27;2019/12/27;2004;Noviembre;13;2004/11/13;No;15;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1979;Agosto;6;1979/08/06;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Julio;12;1981/07/12;38;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Pichincha;Quito;Iñaquito;2020;Enero;2;2020/01/02;2019;Julio;29;2019/07/29;2005;Febrero;4;2005/02/04;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1985;Septiembre;12;1985/09/12;34;2;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;San Isidro del Inca;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Junio;1;1986/06/01;33;2;Mestiza;Superior Universitario;Si;Pichincha;Quito;Calderon (Carapungo);Rural
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Octubre;18;2019/10/18;2005;Mayo;4;2005/05/04;No;14;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1961;Julio;14;1961/07/14;58;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1975;Abril;5;1975/04/05;44;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Azuay;Cuenca;San Blas;2020;Enero;2;2020/01/02;2019;Noviembre;14;2019/11/14;2005;Julio;12;2005/07/12;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1980;Mayo;25;1980/05/25;39;0;Blanca;Secundaria;Si;Azuay;Cuenca;El Vecino;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Diciembre;20;1977/12/20;42;2;Blanca;Secundaria;Si;Azuay;Cuenca;El Vecino;Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Enero;2;2020/01/02;2019;Noviembre;27;2019/11/27;2005;Julio;13;2005/07/13;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1987;Junio;27;1987/06/27;32;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Enero;10;1983/01/10;36;2;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana
Pichincha;Quito;Iñaquito;2020;Enero;2;2020/01/02;2019;Diciembre;2;2019/12/02;2005;Septiembre;2;2005/09/02;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1987;Junio;29;1987/06/29;32;0;Mestiza;Superior no Universitario;Si;Pichincha;Quito;Puengasí;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Noviembre;1;1986/11/01;33;3;Mestiza;Superior Universitario;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana
Manabí;Portoviejo;18 De Octubre;2020;Enero;2;2020/01/02;2019;Diciembre;4;2019/12/04;2006;Febrero;3;2006/02/03;No;13;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1968;Julio;12;1968/07/12;51;0;Mestiza;Educación básica;Si;Manabí;Portoviejo;Andrés De Vera;Urbana;Ecuatoriano;Ecuador;Mujer;1972;Enero;24;1972/01/24;47;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Portoviejo;Andrés De Vera;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Noviembre;29;2019/11/29;2006;Marzo;15;2006/03/15;No;13;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Septiembre;2;1979/09/02;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1984;Enero;1;1984/01/01;36;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
El Oro;El Guabo;El Guabo;2020;Enero;2;2020/01/02;2019;Octubre;3;2019/10/03;2006;Octubre;10;2006/10/10;No;12;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1978;Septiembre;3;1978/09/03;41;0;Mestiza;Primaria;Si;El Oro;El Guabo;El Guabo;Urbana;Ecuatoriano;Ecuador;Mujer;1978;Julio;20;1978/07/20;41;2;Mestiza;Secundaria;Si;El Oro;El Guabo;El Guabo;Urbana
Pichincha;Quito;Iñaquito;2020;Enero;2;2020/01/02;2019;Junio;21;2019/06/21;2006;Diciembre;18;2006/12/18;No;12;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1978;Octubre;26;1978/10/26;41;0;Mestiza;Primaria;Si;Pichincha;Quito;Cotocollao;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Septiembre;27;1989/09/27;30;3;Mestiza;Educación media / Bachillerato;Si;Manabí;Portoviejo;Portoviejo;Urbana
Manabí;Portoviejo;18 De Octubre;2020;Enero;2;2020/01/02;2019;Noviembre;29;2019/11/29;2007;Mayo;18;2007/05/18;No;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1971;Enero;11;1971/01/11;48;0;Mestiza;Superior no Universitario;Si;Pichincha;Rumiñahui;Sangolquí, Cabecera Cantonal;Urbana;Ecuatoriano;Ecuador;Mujer;1973;Abril;30;1973/04/30;46;0;Mestiza;Superior no Universitario;Si;Manabí;Portoviejo;Francisco Pacheco;Urbana
Chimborazo;Riobamba;Lizarzaburu;2020;Enero;2;2020/01/02;2019;Diciembre;16;2019/12/16;2008;Febrero;11;2008/02/11;No;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1988;Septiembre;20;1988/09/20;31;0;Indigena;Secundaria;Si;Chimborazo;Colta;Villa La Unión (Cajabamba);Urbana;Ecuatoriano;Ecuador;Mujer;1988;Noviembre;8;1988/11/08;31;1;Indigena;Secundaria;Si;Chimborazo;Colta;Villa La Unión (Cajabamba);Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Enero;2;2020/01/02;2019;Noviembre;21;2019/11/21;2009;Febrero;26;2009/02/26;No;10;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1984;Enero;2;1984/01/02;36;0;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Río Verde;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Mayo;12;1985/05/12;34;1;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Diciembre;27;2019/12/27;2009;Marzo;6;2009/03/06;No;10;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1980;Octubre;19;1980/10/19;39;3;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Febrero;27;1982/02/27;37;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Enero;2;2020/01/02;2019;Diciembre;24;2019/12/24;2009;Octubre;29;2009/10/29;No;10;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1984;Diciembre;2;1984/12/02;35;0;Mestiza;Educación básica;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana;Ecuatoriano;Ecuador;Mujer;1991;Mayo;19;1991/05/19;28;2;Mestiza;Educación básica;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana
Pichincha;Quito;Iñaquito;2020;Enero;2;2020/01/02;2019;Diciembre;3;2019/12/03;2009;Diciembre;15;2009/12/15;No;9;Por mutuo consentimiento vía judicial;Extranjero;Colombia;Hombre;1986;Septiembre;18;1986/09/18;33;0;Mestiza;Superior Universitario;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1980;Mayo;25;1980/05/25;39;1;Mestiza;Superior Universitario;Si;Pichincha;Quito;Conocoto;Rural
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Noviembre;19;2019/11/19;2010;Enero;26;2010/01/26;No;9;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1973;Octubre;31;1973/10/31;46;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Julio;31;1987/07/31;32;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Loja;Loja;Loja;2020;Enero;2;2020/01/02;2019;Noviembre;21;2019/11/21;2010;Febrero;12;2010/02/12;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1985;Junio;5;1985/06/05;34;0;Mestiza;Superior no Universitario;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Octubre;12;1987/10/12;32;1;Mestiza;Superior Universitario;Si;Loja;Loja;San Sebastián;Urbana
Guayas;Guayaquil;Tarqui;2020;Enero;2;2020/01/02;2019;Diciembre;19;2019/12/19;2010;Febrero;15;2010/02/15;No;9;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1981;Febrero;10;1981/02/10;38;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Noviembre;1;1981/11/01;38;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
Pichincha;Quito;Itchimbia;2020;Enero;2;2020/01/02;2019;Diciembre;2;2019/12/02;2010;Julio;31;2010/07/31;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1978;Agosto;5;1978/08/05;41;0;Mestiza;Superior Universitario;Si;Pichincha;Rumiñahui;San Rafael;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Octubre;17;1981/10/17;38;1;Mestiza;Superior no Universitario;Si;Pichincha;Rumiñahui;San Rafael;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Noviembre;21;2019/11/21;2010;Agosto;27;2010/08/27;No;9;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1969;Agosto;7;1969/08/07;50;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Abril;8;1985/04/08;34;3;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Pichincha;Quito;Quitumbe;2020;Enero;2;2020/01/02;2019;Noviembre;26;2019/11/26;2010;Noviembre;5;2010/11/05;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1987;Mayo;6;1987/05/06;32;2;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Quitumbe;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Julio;26;1992/07/26;27;2;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Quitumbe;Urbana
El Oro;El Guabo;El Guabo;2020;Enero;2;2020/01/02;2019;Noviembre;5;2019/11/05;2010;Noviembre;11;2010/11/11;No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1988;Octubre;11;1988/10/11;31;0;Mestiza;Secundaria;Si;El Oro;El Guabo;El Guabo;Urbana;Ecuatoriano;Ecuador;Mujer;1996;Febrero;28;1996/02/28;23;1;Mestiza;Educación básica;Si;El Oro;El Guabo;El Guabo;Urbana
Manabí;Chone;Chone;2020;Enero;2;2020/01/02;2019;Diciembre;27;2019/12/27;2011;Marzo;30;2011/03/30;No;8;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1988;Julio;14;1988/07/14;31;0;Montubia;Educación media / Bachillerato;Si;Manabí;Chone;Chone;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Junio;10;1992/06/10;27;1;Montubia;Educación media / Bachillerato;Si;Manabí;Chone;Chone;Urbana
Guayas;Guayaquil;Tarqui;2020;Enero;2;2020/01/02;2019;Diciembre;16;2019/12/16;2011;Junio;14;2011/06/14;No;8;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1976;Abril;13;1976/04/13;43;0;Mestiza;Primaria;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Mayo;22;1979/05/22;40;0;Mestiza;Secundaria;Si;Guayas;Guayaquil;Febres Cordero;Urbana
Cotopaxi;La Mana;La Maná;2020;Enero;2;2020/01/02;2019;Septiembre;25;2019/09/25;2011;Septiembre;7;2011/09/07;No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1987;Mayo;24;1987/05/24;32;0;Mestiza;Educación media / Bachillerato;Si;Cotopaxi;La Mana;La Maná;Urbana;Ecuatoriano;Ecuador;Mujer;1990;Septiembre;27;1990/09/27;29;1;Mestiza;Educación media / Bachillerato;Si;Cotopaxi;La Mana;La Maná;Urbana
Esmeraldas;Esmeraldas;Esmeraldas;2020;Enero;2;2020/01/02;2019;Junio;22;2019/06/22;2011;Diciembre;23;2011/12/23;No;7;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1992;Marzo;15;1992/03/15;27;0;Mulata;Educación media / Bachillerato;Si;Esmeraldas;Esmeraldas;Esmeraldas;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Mayo;6;1992/05/06;27;1;Mestiza;Superior Universitario;Si;Esmeraldas;Esmeraldas;Esmeraldas;Urbana
Azuay;Cuenca;San Blas;2020;Enero;2;2020/01/02;2019;Abril;30;2019/04/30;2012;Abril;5;2012/04/05;No;7;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1983;Agosto;11;1983/08/11;36;0;Indigena;Superior no Universitario;Si;Azuay;Cuenca;El Vecino;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Febrero;27;1987/02/27;32;2;Indigena;Superior Universitario;Si;Azuay;Cuenca;El Vecino;Urbana
Chimborazo;Riobamba;Lizarzaburu;2020;Enero;2;2020/01/02;2019;Agosto;14;2019/08/14;2012;Mayo;14;2012/05/14;No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1990;Enero;1;1990/01/01;30;0;Mestiza;Superior Universitario;Si;Chimborazo;Riobamba;Maldonado;Urbana;Ecuatoriano;Ecuador;Mujer;1993;Julio;9;1993/07/09;26;1;Mestiza;Superior Universitario;Si;Chimborazo;Riobamba;Lizarzaburu;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Septiembre;30;2019/09/30;2012;Septiembre;5;2012/09/05;Si;7;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1984;Abril;7;1984/04/07;35;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Enero;9;1983/01/09;36;2;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Guayas;Guayaquil;Tarqui;2020;Enero;2;2020/01/02;2019;Diciembre;26;2019/12/26;2012;Septiembre;21;2012/09/21;No;7;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1970;Diciembre;15;1970/12/15;49;0;Montubia;Superior Universitario;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1968;Mayo;11;1968/05/11;51;0;Mestiza;Secundaria;Si;Guayas;Guayaquil;Ximena;Urbana
Pichincha;Quito;Quitumbe;2020;Enero;2;2020/01/02;2019;Diciembre;13;2019/12/13;2012;Octubre;30;2012/10/30;No;7;Por mutuo consentimiento vía judicial;Extranjero;Ecuador;Hombre;1989;Mayo;10;1989/05/10;30;0;Mestiza;Ninguno;Si;Pichincha;Quito;Quitumbe;Urbana;Ecuatoriano;Ecuador;Mujer;1976;Septiembre;5;1976/09/05;43;0;Mestiza;Superior Universitario;Si;Pichincha;Quito;Cotocollao;Urbana
Azuay;Cuenca;San Blas;2020;Enero;2;2020/01/02;2019;Diciembre;4;2019/12/04;2013;Enero;11;2013/01/11;No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1993;Enero;1;1993/01/01;27;0;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Turi;Rural;Ecuatoriano;Ecuador;Mujer;1990;Diciembre;8;1990/12/08;29;2;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;San Joaquín;Rural
Pichincha;Rumiñahui;Sangolquí;2020;Enero;2;2020/01/02;2019;Diciembre;27;2019/12/27;2013;Febrero;14;2013/02/14;No;6;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1988;Mayo;23;1988/05/23;31;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana;Ecuatoriano;Ecuador;Mujer;1988;Abril;27;1988/04/27;31;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Enero;2;2020/01/02;2019;Octubre;25;2019/10/25;2013;Marzo;28;2013/03/28;No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1996;Diciembre;18;1996/12/18;23;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana;Ecuatoriano;Ecuador;Mujer;1996;Junio;19;1996/06/19;23;1;Mestiza;Superior no Universitario;Si;Pichincha;Rumiñahui;Sangolquí;Urbana
Azuay;Cuenca;San Blas;2020;Enero;2;2020/01/02;2019;Diciembre;27;2019/12/27;2013;Junio;15;2013/06/15;No;6;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1983;Abril;7;1983/04/07;36;0;Mestiza;Superior Universitario;Si;Azuay;Cuenca;Huaynacápac;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Noviembre;3;1979/11/03;40;0;Mestiza;Superior Universitario;Si;Azuay;Cuenca;El Batán;Urbana
Azuay;Cuenca;San Blas;2020;Enero;2;2020/01/02;2019;Octubre;4;2019/10/04;2013;Junio;21;2013/06/21;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1985;Octubre;17;1985/10/17;34;0;Mestiza;Posgrado;Si;Azuay;Cuenca;Machángara;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Abril;12;1989/04/12;30;1;Mestiza;Superior Universitario;Si;Azuay;Cuenca;Machángara;Urbana
Pichincha;Quito;Itchimbia;2020;Enero;2;2020/01/02;2019;Marzo;25;2019/03/25;2013;Diciembre;4;2013/12/04;No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1984;Febrero;7;1984/02/07;35;0;Mestiza;Educación media / Bachillerato;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana;Ecuatoriano;Ecuador;Mujer;1989;Octubre;8;1989/10/08;30;1;Mestiza;Educación básica;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana
Guayas;Guayaquil;Rocafuerte;2020;Enero;2;2020/01/02;2019;Agosto;19;2019/08/19;2014;Junio;18;2014/06/18;No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1975;Mayo;12;1975/05/12;44;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1975;Febrero;17;1975/02/17;44;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Enero;2;2020/01/02;2019;Noviembre;27;2019/11/27;2014;Agosto;25;2014/08/25;No;5;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1984;Febrero;27;1984/02/27;35;0;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana;Ecuatoriano;Ecuador;Mujer;1993;Mayo;14;1993/05/14;26;1;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana
Loja;Calvas;Cariamanga;2020;Enero;2;2020/01/02;2018;Noviembre;5;2018/11/05;2014;Septiembre;11;2014/09/11;No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1990;Noviembre;7;1990/11/07;29;0;Blanca;Superior Universitario;Si;Sucumbíos;Lago Agrio;Nueva Loja;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Abril;19;1997/04/19;22;2;Mestiza;Educación media / Bachillerato;Si;Loja;Catamayo;Catamayo;Urbana
El Oro;Machala;Machala;2020;Enero;2;2020/01/02;2019;Diciembre;24;2019/12/24;2014;Diciembre;16;2014/12/16;No;5;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1983;Abril;13;1983/04/13;36;0;Mestiza;Secundaria;Si;El Oro;Machala;Machala;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Septiembre;5;1989/09/05;30;1;Mestiza;Secundaria;Si;El Oro;Machala;Machala;Urbana
Azuay;Cuenca;San Blas;2020;Enero;2;2020/01/02;2019;Noviembre;7;2019/11/07;2014;Diciembre;24;2014/12/24;No;4;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1993;Noviembre;25;1993/11/25;26;0;Indigena;Educación media / Bachillerato;Si;Azuay;Cuenca;El Vecino;Urbana;Ecuatoriano;Ecuador;Mujer;1996;Junio;1;1996/06/01;23;1;Indigena;Educación media / Bachillerato;Si;Azuay;Cuenca;El Vecino;Urbana
Guayas;Guayaquil;Tarqui;2020;Enero;2;2020/01/02;2019;Junio;3;2019/06/03;2015;Junio;19;2015/06/19;No;3;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1988;Julio;7;1988/07/07;31;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1995;Octubre;12;1995/10/12;24;1;Mestiza;Secundaria;Si;Guayas;Guayaquil;Tarqui;Urbana
Cañar;Azogues;Azogues;2020;Enero;2;2020/01/02;2019;Junio;12;2019/06/12;2015;Noviembre;27;2015/11/27;No;3;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1993;Septiembre;2;1993/09/02;26;0;Mestiza;Superior Universitario;Si;Cañar;La Troncal;La Troncal;Urbana;Ecuatoriano;Ecuador;Mujer;1995;Abril;17;1995/04/17;24;1;Mestiza;Secundaria;Si;Cañar;La Troncal;La Troncal;Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Enero;2;2020/01/02;2019;Septiembre;20;2019/09/20;2015;Diciembre;15;2015/12/15;No;3;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1989;Septiembre;26;1989/09/26;30;0;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Junio;4;1997/06/04;22;1;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana
Imbabura;Ibarra;San Francisco;2020;Enero;2;2020/01/02;2019;Diciembre;11;2019/12/11;2016;Febrero;3;2016/02/03;No;3;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1977;Agosto;27;1977/08/27;42;0;Mestiza;Superior Universitario;Si;Imbabura;Ibarra;San Francisco;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Febrero;14;1987/02/14;32;0;Mestiza;Superior Universitario;Si;Imbabura;Ibarra;San Francisco;Urbana
